Position,Track,Artist,Streams,ADMIN
6,Paris,The Chainsmokers,61958,Indonesia
7,Scared to Be Lonely,Martin Garrix,60637,Indonesia
8,Stay (with Alessia Cara),Zedd,59815,Indonesia
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,58639,Indonesia
10,Versace On The Floor,Bruno Mars,53838,Indonesia
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,14543,Dominican Republic
2,Shape of You,Ed Sheeran,9293,Dominican Republic
3,El Amante,Nicky Jam,7802,Dominican Republic
4,Caile (feat. Zion & De La Ghetto),Revol,7364,Dominican Republic
5,Soy Peor,Bad Bunny,6732,Dominican Republic
6,Chantaje,Shakira,6476,Dominican Republic
7,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6402,Dominican Republic
8,Pa Ti,Bad Bunny,5986,Dominican Republic
9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,5776,Dominican Republic
10,Otra Vez (feat. J Balvin),Zion & Lennox,5621,Dominican Republic
1,Shape of You,Ed Sheeran,3454,Luxembourg
2,Something Just Like This,The Chainsmokers,1975,Luxembourg
3,It Ain't Me (with Selena Gomez),Kygo,1960,Luxembourg
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1849,Luxembourg
5,Paris,The Chainsmokers,1723,Luxembourg
6,Scared to Be Lonely,Martin Garrix,1616,Luxembourg
7,Chained To The Rhythm,Katy Perry,1366,Luxembourg
8,Issues,Julia Michaels,1365,Luxembourg
9,Call On Me - Ryan Riback Extended Remix,Starley,1344,Luxembourg
10,Despacito (Featuring Daddy Yankee),Luis Fonsi,1266,Luxembourg
1,Shape of You,Ed Sheeran,616608,United Kingdom
2,Big For Your Boots,Stormzy,443362,United Kingdom
3,Something Just Like This,The Chainsmokers,424081,United Kingdom
4,Castle on the Hill,Ed Sheeran,415775,United Kingdom
5,You Don't Know Me - Radio Edit,Jax Jones,339813,United Kingdom
6,It Ain't Me (with Selena Gomez),Kygo,330820,United Kingdom
7,Paris,The Chainsmokers,330490,United Kingdom
8,Shape of You - Stormzy Remix,Ed Sheeran,321246,United Kingdom
9,Chained To The Rhythm,Katy Perry,313263,United Kingdom
10,Scared to Be Lonely,Martin Garrix,286466,United Kingdom
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,18420,Paraguay
2,El Amante,Nicky Jam,11009,Paraguay
3,Me Rehúso,Danny Ocean,10821,Paraguay
4,Shape of You,Ed Sheeran,9916,Paraguay
5,Reggaetón Lento (Bailemos),CNCO,9117,Paraguay
6,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,7919,Paraguay
7,Deu Onda,MC G15,7887,Paraguay
8,Otra Vez (feat. J Balvin),Zion & Lennox,7481,Paraguay
9,Olha a Explosão,MC Kevinho,7165,Paraguay
10,Vacaciones,Wisin,6962,Paraguay
1,Shape of You,Ed Sheeran,244027,Australia
2,Something Just Like This,The Chainsmokers,180647,Australia
3,It Ain't Me (with Selena Gomez),Kygo,160361,Australia
4,Issues,Julia Michaels,158330,Australia
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,152855,Australia
6,Castle on the Hill,Ed Sheeran,151843,Australia
7,Paris,The Chainsmokers,141129,Australia
8,Scared to Be Lonely,Martin Garrix,133154,Australia
9,Don't Leave,Snakehips,128158,Australia
10,Call On Me - Ryan Riback Extended Remix,Starley,128144,Australia
1,Shape of You,Ed Sheeran,5466,Latvia
2,Something Just Like This,The Chainsmokers,4211,Latvia
3,It Ain't Me (with Selena Gomez),Kygo,3810,Latvia
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3764,Latvia
5,Paris,The Chainsmokers,3341,Latvia
6,Scared to Be Lonely,Martin Garrix,3111,Latvia
7,Believer,Imagine Dragons,3105,Latvia
8,Issues,Julia Michaels,3017,Latvia
9,Chained To The Rhythm,Katy Perry,3006,Latvia
10,Cold,Maroon 5,2651,Latvia
1,Shape of You,Ed Sheeran,8947,Greece
2,It Ain't Me (with Selena Gomez),Kygo,5102,Greece
3,Something Just Like This,The Chainsmokers,4775,Greece
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4061,Greece
5,Chained To The Rhythm,Katy Perry,3638,Greece
6,Scared to Be Lonely,Martin Garrix,3631,Greece
7,Paris,The Chainsmokers,3625,Greece
8,Cold,Maroon 5,3571,Greece
9,Issues,Julia Michaels,3390,Greece
10,Believer,Imagine Dragons,3346,Greece
1,Something Just Like This,The Chainsmokers,29204,Hong Kong
2,Shape of You,Ed Sheeran,20549,Hong Kong
3,It Ain't Me (with Selena Gomez),Kygo,17370,Hong Kong
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,15329,Hong Kong
5,Stay (with Alessia Cara),Zedd,15206,Hong Kong
6,Paris,The Chainsmokers,15122,Hong Kong
7,Scared to Be Lonely,Martin Garrix,13177,Hong Kong
8,Chained To The Rhythm,Katy Perry,10853,Hong Kong
9,Closer,The Chainsmokers,10808,Hong Kong
10,Issues,Julia Michaels,10766,Hong Kong
