Position,Track,Artist,Streams,ADMIN
9,Scared to Be Lonely,Martin Garrix,43803,Indonesia
10,Don't Wanna Know,Maroon 5,40962,Indonesia
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,16781,Dominican Republic
2,Shape of You,Ed Sheeran,8838,Dominican Republic
3,Soy Peor,Bad Bunny,8832,Dominican Republic
4,Chantaje,Shakira,8287,Dominican Republic
5,Caile (feat. Zion & De La Ghetto),Revol,7574,Dominican Republic
6,El Amante,Nicky Jam,6972,Dominican Republic
7,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6630,Dominican Republic
8,Pa Ti,Bad Bunny,6419,Dominican Republic
9,Otra Vez (feat. J Balvin),Zion & Lennox,6319,Dominican Republic
10,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,6087,Dominican Republic
1,Shape of You,Ed Sheeran,3450,Luxembourg
2,Paris,The Chainsmokers,1778,Luxembourg
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1446,Luxembourg
4,Castle on the Hill,Ed Sheeran,1308,Luxembourg
5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1285,Luxembourg
6,Call On Me - Ryan Riback Extended Remix,Starley,1252,Luxembourg
7,Scared to Be Lonely,Martin Garrix,1074,Luxembourg
8,Starboy,The Weeknd,1042,Luxembourg
1,Shape of You,Ed Sheeran,845746,United Kingdom
2,Castle on the Hill,Ed Sheeran,615986,United Kingdom
3,You Don't Know Me - Radio Edit,Jax Jones,426306,United Kingdom
4,Paris,The Chainsmokers,413428,United Kingdom
5,Touch,Little Mix,353938,United Kingdom
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,311475,United Kingdom
7,Call On Me - Ryan Riback Extended Remix,Starley,311141,United Kingdom
8,September Song,JP Cooper,308369,United Kingdom
9,Human,Rag'n'Bone Man,270338,United Kingdom
10,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,263751,United Kingdom
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,28836,Paraguay
2,Reggaetón Lento (Bailemos),CNCO,11914,Paraguay
3,Deu Onda,MC G15,11139,Paraguay
4,El Amante,Nicky Jam,9695,Paraguay
5,Chantaje,Shakira,9208,Paraguay
6,Otra Vez (feat. J Balvin),Zion & Lennox,8664,Paraguay
7,Me Rehúso,Danny Ocean,8438,Paraguay
8,Shape of You,Ed Sheeran,8176,Paraguay
9,Vacaciones,Wisin,7927,Paraguay
10,Safari,J Balvin,7802,Paraguay
1,Shape of You,Ed Sheeran,252458,Australia
2,Castle on the Hill,Ed Sheeran,173633,Australia
3,Paris,The Chainsmokers,153506,Australia
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,147377,Australia
5,Chameleon,Pnau,132472,Australia
6,Call On Me - Ryan Riback Extended Remix,Starley,129401,Australia
7,Adore,Amy Shark,128998,Australia
8,I Feel It Coming,The Weeknd,117132,Australia
9,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,116177,Australia
10,Love$ick,Mura Masa,113939,Australia
1,Shape of You,Ed Sheeran,6071,Latvia
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3278,Latvia
3,Castle on the Hill,Ed Sheeran,3061,Latvia
4,Paris,The Chainsmokers,3035,Latvia
5,Call On Me - Ryan Riback Extended Remix,Starley,2318,Latvia
6,Scared to Be Lonely,Martin Garrix,2176,Latvia
7,All Night,The Vamps,2172,Latvia
8,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2161,Latvia
9,I Feel It Coming,The Weeknd,2086,Latvia
10,Bad and Boujee (feat. Lil Uzi Vert),Migos,2016,Latvia
1,Shape of You,Ed Sheeran,10252,Greece
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4448,Greece
3,Starboy,The Weeknd,4116,Greece
4,Paris,The Chainsmokers,3906,Greece
5,Castle on the Hill,Ed Sheeran,3719,Greece
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,3464,Greece
7,Scared to Be Lonely,Martin Garrix,3162,Greece
8,Bad and Boujee (feat. Lil Uzi Vert),Migos,2813,Greece
9,Call On Me - Ryan Riback Extended Remix,Starley,2702,Greece
10,I Feel It Coming,The Weeknd,2633,Greece
1,Shape of You,Ed Sheeran,18092,Hong Kong
2,Paris,The Chainsmokers,15390,Hong Kong
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,13571,Hong Kong
4,Closer,The Chainsmokers,11247,Hong Kong
5,Castle on the Hill,Ed Sheeran,9711,Hong Kong
6,Say You Won't Let Go,James Arthur,9581,Hong Kong
7,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,9533,Hong Kong
8,"How Far I'll Go - From ""Moana""",Alessia Cara,9355,Hong Kong
9,Bad Things (with Camila Cabello),Machine Gun Kelly,9172,Hong Kong
10,Starboy,The Weeknd,9002,Hong Kong
