Position,Track,Artist,Streams,ADMIN
3,Passionfruit,Drake,536909,United Kingdom
4,Symphony (feat. Zara Larsson),Clean Bandit,447898,United Kingdom
5,Castle on the Hill,Ed Sheeran,380867,United Kingdom
6,Something Just Like This,The Chainsmokers,355778,United Kingdom
7,It Ain't Me (with Selena Gomez),Kygo,341294,United Kingdom
8,Slide,Calvin Harris,329114,United Kingdom
9,Stay (with Alessia Cara),Zedd,322486,United Kingdom
10,You Don't Know Me - Radio Edit,Jax Jones,311569,United Kingdom
1,Me Rehúso,Danny Ocean,14297,Paraguay
2,Despacito (Featuring Daddy Yankee),Luis Fonsi,12742,Paraguay
3,SUBEME LA RADIO,Enrique Iglesias,9975,Paraguay
4,El Amante,Nicky Jam,9639,Paraguay
5,Shape of You,Ed Sheeran,9475,Paraguay
6,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,9450,Paraguay
7,Olha a Explosão,MC Kevinho,7321,Paraguay
8,Otra Vez (feat. J Balvin),Zion & Lennox,7207,Paraguay
9,Sigo Extrañándote,J Balvin,7114,Paraguay
10,Reggaetón Lento (Bailemos),CNCO,7038,Paraguay
1,Shape of You,Ed Sheeran,202954,Australia
2,Passionfruit,Drake,170775,Australia
3,Galway Girl,Ed Sheeran,148715,Australia
4,Stay (with Alessia Cara),Zedd,144938,Australia
5,Something Just Like This,The Chainsmokers,137961,Australia
6,It Ain't Me (with Selena Gomez),Kygo,136238,Australia
7,That's What I Like,Bruno Mars,131407,Australia
8,Slide,Calvin Harris,131259,Australia
9,Issues,Julia Michaels,115721,Australia
10,Green Light,Lorde,115436,Australia
1,Shape of You,Ed Sheeran,4180,Latvia
2,Something Just Like This,The Chainsmokers,3150,Latvia
3,HUMBLE.,Kendrick Lamar,2844,Latvia
4,It Ain't Me (with Selena Gomez),Kygo,2816,Latvia
5,Mask Off,Future,2587,Latvia
6,Passionfruit,Drake,2490,Latvia
7,Stay (with Alessia Cara),Zedd,2454,Latvia
8,Believer,Imagine Dragons,2453,Latvia
9,???? ???,?????,2333,Latvia
10,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2284,Latvia
1,Shape of You,Ed Sheeran,7783,Greece
2,It Ain't Me (with Selena Gomez),Kygo,4435,Greece
3,Passionfruit,Drake,4375,Greece
4,Mask Off,Future,3935,Greece
5,Something Just Like This,The Chainsmokers,3811,Greece
6,Stay (with Alessia Cara),Zedd,3540,Greece
7,That's What I Like,Bruno Mars,3383,Greece
8,Symphony (feat. Zara Larsson),Clean Bandit,3276,Greece
9,Galway Girl,Ed Sheeran,3259,Greece
10,Cold,Maroon 5,3110,Greece
1,Shape of You,Ed Sheeran,20495,Hong Kong
2,Something Just Like This,The Chainsmokers,18324,Hong Kong
3,It Ain't Me (with Selena Gomez),Kygo,13579,Hong Kong
4,Stay (with Alessia Cara),Zedd,12865,Hong Kong
5,That's What I Like,Bruno Mars,11738,Hong Kong
6,Paris,The Chainsmokers,11486,Hong Kong
7,Symphony (feat. Zara Larsson),Clean Bandit,11291,Hong Kong
8,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,10700,Hong Kong
9,Passionfruit,Drake,10251,Hong Kong
10,Galway Girl,Ed Sheeran,9821,Hong Kong
